key,0
111,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>靈魂<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性後，畫面上會出現專用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>靈魂量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，以顯示當前<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>靈魂<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的具體量值。
使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>死亡之影<UIGlow>01</UIGlow><UIForeground>01</UIForeground>會對目標附加<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>死亡烙印<UIGlow>01</UIGlow><UIForeground>01</UIForeground>，在該效果時間內擊倒目標可以積累靈魂。
另外，使用其他特定戰技也會積累靈魂。
通過消耗靈魂可以使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>隱匿揮割<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和55級學會的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>束縛揮割<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
以及76級學會的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>暴食<UIGlow>01</UIGlow><UIForeground>01</UIForeground>等技能。"
112,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>魂衣<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性後，畫面上會出現專用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>魂衣量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>夜遊魂量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
魂衣量譜用於顯示當前<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>魂衣<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的具體量值，
當使用特定戰技時，將會積累魂衣量值。
通過消耗魂衣量值可以使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>夜遊魂衣<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
113,"夜遊魂量譜上會顯示出夜遊魂狀態的持續時間以及夜遊魂的量值。
通過消耗夜遊魂，可以使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>虛無收割<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和90級學會的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>團契<UIGlow>01</UIGlow><UIForeground>01</UIForeground>等技能。"
114,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>夜遊魂衣效果提高<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性後，
當消耗夜遊魂時，將會附加<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>虛無魂<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
通過消耗虛無魂可以使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>夜遊魂切割<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>夜遊魂釤割<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
115,"靈魂量譜"
116,"靈魂量譜/魂衣量譜·夜遊魂量譜"
117,"均衡量譜"
118,"蛇膽量譜"
119,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>均衡<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能後，畫面上會出現專用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>均衡量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
當使用均衡後，<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>注藥<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>診斷<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>預後<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的效果會發生改變。"
120,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>蛇膽<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性後，畫面上會出現專用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>蛇膽量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>以顯示當前蛇膽的數量。
蛇膽會在經過一定時間後自動附加。
通過消耗蛇膽可以使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>靈橡清汁<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和50級學會的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>堅角清汁<UIGlow>01</UIGlow><UIForeground>01</UIForeground>等技能。"
121,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>蛇刺<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性後，蛇膽量譜上會顯示<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>蛇刺<UIGlow>01</UIGlow><UIForeground>01</UIForeground>的檔數。
當使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>均衡診斷<UIGlow>01</UIGlow><UIForeground>01</UIForeground>對目標附加的護盾因吸收傷害而消失，
或使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>均衡預後<UIGlow>01</UIGlow><UIForeground>01</UIForeground>對自身附加的護盾因吸收傷害而消失時，可獲得一檔蛇刺。
通過消耗蛇刺可以使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>箭毒<UIGlow>01</UIGlow><UIForeground>01</UIForeground>或82級學會的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>箭毒II<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能。"
122,"バランスゲージ/マナスタックシンボル"
123,"學會<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>魔法劍效果提高<UIGlow>01</UIGlow><UIForeground>01</UIForeground>特性後，畫面上會出現專用的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>魔元集量譜<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
魔元可以通過使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>魔回刺<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>魔交擊斬<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、
<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>魔連攻<UIGlow>01</UIGlow><UIForeground>01</UIForeground>、<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>魔劃圓斬<UIGlow>01</UIGlow><UIForeground>01</UIForeground>技能積累。
當魔元積累到最大值時，可以使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>赤核爆<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和70級學會的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>赤神聖<UIGlow>01</UIGlow><UIForeground>01</UIForeground>。
使用魔法類技能將會消耗魔元。"
124,"夜遊魂量譜上會顯示出夜遊魂狀態的持續時間以及夜遊魂的量值。
通過消耗夜遊魂，可以使用<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>虛無收割<UIGlow>01</UIGlow><UIForeground>01</UIForeground>和90級學會的<UIForeground>F201F4</UIForeground><UIGlow>F201F5</UIGlow>團契<UIGlow>01</UIGlow><UIForeground>01</UIForeground>等技能。"
125,""
126,""
127,""
128,""
129,""
130,""
131,""
132,""
133,""
134,""
135,""
136,""
137,""
138,""
139,""
140,""
141,""
142,""
143,""
144,""
145,""
146,""
147,""
148,""
149,""
150,""
