key,0,1,2,3,4,5,6,7,8,9,10,11
327,2,1,2,0,0,"/emotelog","","/情感動作文字提示 子命令
/emotelog
設定在發動情感動作時是否於聊天欄顯示文字提示。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>開(on)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　開啟文字提示。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>關(off)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　關閉文字提示。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在開啟與關閉之間切換。","","",36,0
328,2,0,0,0,0,"/jobhudmode","","/職業量譜模式 子命令
/jobhudmode
將當前職業的職業量譜顯示模式改為「普通」或「簡潔」。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>1<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　切換當前職業第1個職業量譜的顯示模式。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>2<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　切換當前職業第2個職業量譜的顯示模式。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　將當前職業的所有職業量譜統一成同一模式，或統一進行切換。
>>示例
/職業量譜模式 1
　切換當前職業第1個職業量譜的顯示模式。","","",36,0
329,2,0,0,0,0,"/mastervolume","","/整體音量 子命令
/mastervolume
改變整體音量。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>數值(0-100)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　將音量設為指定的數值。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在靜音與靜音解除之間切換。
>>示例
/整體音量 50
　將音量設為50。","","",228,0
330,2,0,0,0,0,"/bgm","","/背景音樂 子命令
/bgm
改變背景音樂的音量。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>數值(0-100)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　將音量設為指定的數值。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在靜音與靜音解除之間切換。
>>示例
/背景音樂 50
　將音量設為50。","","",228,0
331,2,0,0,0,0,"/soundeffects","","/音效 子命令
/soundeffects
改變音效的音量。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>數值(0-100)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　將音量設為指定的數值。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在靜音與靜音解除之間切換。
>>示例
/音效 50
　將音量設為50。","","",228,0
332,2,0,0,0,0,"/voice","","/語音 子命令
/voice
改變語音的音量。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>數值(0-100)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　將音量設為指定的數值。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在靜音與靜音解除之間切換。
>>示例
/語音 50
　將音量設為50。","","",228,0
333,2,0,0,0,0,"/systemsounds","","/系統音 子命令
/systemsounds
改變系統音的音量。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>數值(0-100)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　將音量設為指定的數值。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在靜音與靜音解除之間切換。
>>示例
/系統音 50
　將音量設為50。","","",228,0
334,2,0,0,0,0,"/ambientsounds","","/環境音 子命令
/ambientsounds
改變環境音的音量。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>數值(0-100)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　將音量設為指定的數值。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在靜音與靜音解除之間切換。
>>示例
/環境音 50
　將音量設為50。","","",228,0
335,2,0,0,0,0,"/soundeffectsself","","/自身音效 子命令
/soundeffectsself
改變自身音效的音量。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>數值(0-100)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　將音量設為指定的數值。
>>示例
/自身音效 50
　將音量設為50。","","",228,0
336,2,0,0,0,0,"/soundeffectsparty","","/小隊成員音效 子命令
/soundeffectsparty
改變小隊成員音效的音量。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>數值(0-100)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　將音量設為指定的數值。
>>示例
/小隊成員音效 50
　將音量設為50。","","",228,0
337,2,0,0,0,0,"/soundeffectsother","","/他人音效 子命令
/soundeffectsother
改變他人音效的音量。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>數值(0-100)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　將音量設為指定的數值。
>>示例
/他人音效 50
　將音量設為50。","","",228,0
338,2,0,0,0,0,"/systemsoundsspeaker","","/揚聲器系統音 子命令
/systemsoundsspeaker
改變無線手把揚聲器系統音的音量。
※PlayStation®4/PlayStation®5/Windows®(DX11)版專用。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>數值(0-100)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　將音量設為指定的數值。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　在靜音與靜音解除之間切換。
>>示例
/揚聲器系統音 50
　將音量設為50。","","",228,0
339,2,0,0,0,0,"/tiltcamera","","/第三人稱視角俯視角度 子命令
/tiltcamera
改變角色設定中第三人稱視角俯視角度的數值。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>數值(0-100)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
　將第三人稱視角俯視角度設為指定的數值。
>>示例
/第三人稱視角俯視角度 50
　將第三人稱視角俯視角度設為50。","","",36,0
340,2,1,2,0,0,"/mountbgm","","/坐騎音樂 子命令
/mountbgm
設定系統設定中的「騎乘狀態下播放音樂」。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>開(on)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
播放坐騎自帶的背景音樂。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>關(off)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
不播放坐騎自帶的背景音樂。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
在開啟與關閉之間切換。","","",100,0
341,2,0,0,0,0,"/performsounds","","/演奏音量 子命令
/performsounds
設定樂器演奏的音量。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>數值(0-100)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
將音量設為指定數值。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
在靜音與靜音解除之間切換。","","",228,0
401,1,0,0,0,0,"/emote","/em","/感情表現 發言內容
/emote、/em
在本人名字後面連接發言內容作為感情表現，並發送給說話範圍內的玩家。","","",292,0
402,2,1,2,0,0,"/surprised","","/驚訝 子命令
/surprised
做出驚訝的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
403,2,1,2,0,0,"/angry","","/不滿 子命令
/angry
做出不滿的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
404,2,1,2,0,0,"/furious","","/憤怒 子命令
/furious
做出憤怒的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
405,2,1,2,0,0,"/blush","","/害羞 子命令
/blush
做出害羞的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
406,2,1,2,0,0,"/bow","","/行禮 子命令
/bow
做出行禮的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
407,2,1,2,0,0,"/cheer","","/加油 子命令
/cheer
做出加油的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
408,2,1,2,0,0,"/clap","","/拍手 子命令
/clap
做出拍手的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
409,2,1,2,0,0,"/beckon","","/招手 子命令
/beckon
做出招手的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
410,2,1,2,0,0,"/comfort","","/安慰 子命令
/comfort
做出安慰的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
411,2,1,2,0,0,"/cry","","/哭泣 子命令
/cry
做出哭泣的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
412,2,1,2,0,0,"/dance","","/跳舞 子命令
/dance
做出跳舞的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
413,2,1,2,0,0,"/doubt","","/質疑 子命令
/doubt
做出質疑的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
414,2,1,2,0,0,"/doze","","/打盹 子命令
/doze
做出打盹的動作。在靠近睡床的時候會躺在床上。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
415,2,1,2,0,0,"/fume","","/後悔 子命令
/fume
做出後悔的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
416,2,1,2,0,0,"/goodbye","","/道別 子命令
/goodbye
做出道別的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
417,2,1,2,0,0,"/wave","","/揮手 子命令
/wave
做出揮手的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
418,2,1,2,0,0,"/huh","","/莫名 子命令
/huh
做出莫名的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
419,2,1,2,0,0,"/joy","","/高興 子命令
/joy
做出高興的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
420,2,1,2,0,0,"/kneel","","/下跪 子命令
/kneel
做出下跪的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
421,2,1,2,0,0,"/chuckle","","/輕笑 子命令
/chuckle
做出輕笑的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
422,2,1,2,0,0,"/laugh","","/大笑 子命令
/laugh
做出大笑的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
423,2,1,2,0,0,"/lookout","","/張望 子命令
/lookout
做出張望的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
424,2,1,2,0,0,"/me","","/展示 子命令
/me
做出展示的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
425,2,1,2,0,0,"/no","","/搖頭 子命令
/no
做出搖頭的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
426,2,1,2,0,0,"/deny","","/否定 子命令
/deny
做出否定的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
427,2,1,2,0,0,"/panic","","/慌亂 子命令
/panic
做出慌亂的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
428,2,1,2,0,0,"/point","","/指向 子命令
/point
做出指向的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
429,2,1,2,0,0,"/poke","","/戳指 子命令
/poke
做出戳指的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
430,2,1,2,0,0,"/congratulate","","/稱讚 子命令
/congratulate
做出稱讚的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
431,2,1,2,0,0,"/psych","","/激勵 子命令
/psych
做出激勵的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
432,2,1,2,0,0,"/salute","","/敬禮 子命令
/salute
做出敬禮的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
433,2,1,2,0,0,"/shocked","","/震驚 子命令
/shocked
做出震驚的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
434,2,1,2,0,0,"/shrug","","/聳肩 子命令
/shrug
做出聳肩的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
435,2,1,2,0,0,"/rally","","/鼓勵 子命令
/rally
做出鼓勵的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
436,2,1,2,0,0,"/soothe","","/安撫 子命令
/soothe
做出安慰的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
437,2,1,2,0,0,"/stagger","","/迷糊 子命令
/stagger
做出迷糊的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
438,2,1,2,0,0,"/stretch","","/伸展 子命令
/stretch
做出伸展的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
439,2,1,2,0,0,"/sulk","","/慍怒 子命令
/sulk
做出慍怒的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
440,2,1,2,0,0,"/think","","/思考 子命令
/think
做出思考的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
441,2,1,2,0,0,"/upset","","/失望 子命令
/upset
做出失望的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
442,2,1,2,0,0,"/welcome","","/歡迎 子命令
/welcome
做出歡迎的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
443,2,1,2,0,0,"/yes","","/點頭 子命令
/yes
做出點頭的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
444,2,1,2,0,0,"/thumbsup","","/肯定 子命令
/thumbsup
做出肯定的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
445,2,1,2,0,0,"/examineself","","/自視 子命令
/examineself
做出自視的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
446,2,1,2,0,0,"/pose","","/擺造型 子命令
/pose
做出擺造型的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
447,2,1,2,0,0,"/blowkiss","","/飛吻 子命令
/blowkiss
做出飛吻的動作。
>>子命令
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>動作(motion)<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
只做動作。
<UIForeground>F201FA</UIForeground><UIGlow>F201FB</UIGlow>無子命令<UIGlow>01</UIGlow><UIForeground>01</UIForeground>
做出動作並顯示文字提示。","","",293,0
